Unused functions :

Strip   pad
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetsocketchannel.o)[29]
  136     0 radAddRef__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetsocketchannel.o)[21]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetsocketchannel.o)[20]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetsocketchannel.o)[13]
   88     0 __15IRadThreadMutex in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetsocketchannel.o)[12]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetx.o)[100]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetx.o)[83]
   96     0 __tf17IRadTimerCallback in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetx.o)[69]
  112     0 __tf9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetx.o)[68]
  160     4 radMemoryMonitorReportAddRef__FPvT014radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetx.o)[43]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetx.o)[40]
  160     0 _$_9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetx.o)[39]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetx.o)[36]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetx.o)[29]
   56     4 __17IRadTimerCallback in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetx.o)[28]
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetx.o)[21]
  104     0 __nw__9radObjectUii in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(targetx.o)[15]
  112     0 __tf9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[75]
  216     4 Implement_Release__11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[71]
  120     0 Implement_AddRef__11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[70]
  136     0 radAddRef__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[68]
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[67]
  160     0 _$_9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[66]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[59]
  112     0 __tf11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[55]
  352     0 DisplayTree__14radObjectBTreeP18radObjectBTreeNodei in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[45]
   48     4 GetSize__14radObjectBTree in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[44]
   48     4 __opP9IRefCount__t3ref1Z9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[40]
  256     0 RemoveObject__14radObjectBTreeP9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[35]
  144     4 __as__t3ref1Z9IRefCountP9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[28]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[24]
  144     4 _$_11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[23]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[20]
  192     0 __11radRefCountUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[17]
   48     0 Terminate__14radObjectBTree in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(objectbtree.o)[15]
  160     0 _$_9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[108]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[102]
  112     0 __tf9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[99]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[95]
  144     4 _$_11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[94]
   48     4 GetThisAllocator__9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[83]
  216     4 Implement_Release__11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[77]
  120     0 Implement_AddRef__11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[76]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[73]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[67]
  112     0 __tf11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[64]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[32]
  192     0 __11radRefCountUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[28]
  120     4 radSjisStrcpy__FP11radSJISCharPC11radSJISChar in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[23]
  288     0 radSjisToAscii__FPcPC11radSJISChar in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[21]
  104     0 __nw__9radObjectUii in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(string.o)[10]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[195]
   72     4 deallocate__t23__malloc_alloc_template1i0PvUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[193]
  168     0 deallocate__t24__default_alloc_template2b0i0PvUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[184]
  224     4 allocate__t24__default_alloc_template2b0i0Ui in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[183]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[181]
  112     0 __tf9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[173]
   80     0 _S_maximum__18_Rb_tree_node_baseP18_Rb_tree_node_base in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[156]
   80     0 _S_minimum__18_Rb_tree_node_baseP18_Rb_tree_node_base in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[155]
   64     0 swap__H1Zb_RX01T0_v in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[154]
  192     0 _Rb_tree_rotate_right__FP18_Rb_tree_node_baseRP18_Rb_tree_node_base in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[153]
  192     0 _Rb_tree_rotate_left__FP18_Rb_tree_node_baseRP18_Rb_tree_node_base in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[152]
   88     0 __19IRadMemoryAllocator in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[149]
  160     0 _$_9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[148]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[140]
  112     0 __tf14IRadMemoryHeap in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[135]
  112     0 __tf11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[134]
  104     0 AllowFreeing__14IRadMemoryHeapb in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[130]
  256     4 _M_decrement__22_Rb_tree_base_iterator in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[123]
   96     4 __t4pair2Zt17_Rb_tree_iterator3Zt4pair2ZCPvZUiZRt4pair2ZCPvZUiZPt4pair2ZCPvZUiZbRCt4pair2Zt17_Rb_tree_iterator3Zt4pair2ZCPvZUiZRt4pair2ZCPvZUiZPt4pair2ZCPvZUiZb in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[121]
  520     0 _Rb_tree_rebalance__FP18_Rb_tree_node_baseRP18_Rb_tree_node_base in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[119]
 1704     4 _Rb_tree_rebalance_for_erase__FP18_Rb_tree_node_baseRP18_Rb_tree_node_baseN21 in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[105]
  216     0 _M_increment__22_Rb_tree_base_iterator in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[103]
  112     4 __t4pair2Zt17_Rb_tree_iterator3Zt4pair2ZCPvZUiZRt4pair2ZCPvZUiZPt4pair2ZCPvZUiZt17_Rb_tree_iterator3Zt4pair2ZCPvZUiZRt4pair2ZCPvZUiZPt4pair2ZCPvZUiRCt4pair2Zt17_Rb_tree_iterator3Zt4pair2ZCPvZUiZRt4pair2ZCPvZUiZPt4pair2ZCPvZUiZt17_Rb_tree_iterator3Zt4pair2ZCPvZUiZRt4pair2ZCPvZUiZPt4pair2ZCPvZUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[96]
  304     4 _S_refill__t24__default_alloc_template2b0i0Ui in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[76]
  112     4 allocate__t23__malloc_alloc_template1i0Ui in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[75]
   56     4 _S_freelist_index__t24__default_alloc_template2b0i0Ui in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[74]
   64     0 _S_round_up__t24__default_alloc_template2b0i0Ui in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[73]
  768     0 _S_chunk_alloc__t24__default_alloc_template2b0i0UiRi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[72]
  200     0 _S_oom_malloc__t23__malloc_alloc_template1i0Ui in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[61]
  272     4 __lexicographical_compare_3way__H2ZPCScZPCSc_X01X01X11X11_i in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[59]
  256     4 lexicographical_compare__H2ZPCScZPCSc_X01X01X11X11_b in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[58]
  104     0 __nw__9radObjectUii in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[57]
   48     0 TrackAllocations__12TrackingHeapb in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[54]
  216     4 Implement_Release__11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[52]
  176     4 radMemoryMonitorDeclareAllocation__FPvUiUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[49]
  144     4 radMemoryMonitorRescindAllocation__FPv14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[36]
   64     4 __eq__FRC22_Rb_tree_base_iteratorT0 in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[31]
  120     0 Implement_AddRef__11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[28]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[26]
  144     4 _$_11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[25]
  192     0 __11radRefCountUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[11]
   88     0 __14IRadMemoryHeap in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(trackingheap.o)[10]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[93]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[90]
  104     0 AllowFreeing__14IRadMemoryHeapb in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[86]
   88     0 __19IRadMemoryAllocator in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[81]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[77]
  112     0 __tf9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[70]
  192     0 __11radRefCountUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[69]
   88     0 __14IRadMemoryHeap in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[68]
  160     0 _$_9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[66]
  112     0 __tf14IRadMemoryHeap in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[58]
  112     0 __tf11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[57]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[53]
  144     4 _$_11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[52]
  104     0 __nw__9radObjectUii in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[44]
  176     4 radMemoryMonitorDeclareAllocation__FPvUiUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[31]
  160     4 radMemoryMonitorIdentifySection__FPvPCc14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[24]
  192     4 radMemoryMonitorDeclareSection__FPvUiQ217IRadMemoryMonitor17MemorySectionType14radMemorySpaceP18IRadMemoryTraverse in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[22]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(staticheap.o)[21]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorypool.o)[69]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorypool.o)[66]
   88     0 __19IRadMemoryAllocator in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorypool.o)[60]
  144     4 radMemoryMonitorRescindSection__FPv14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorypool.o)[46]
  136     0 radAddRef__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorypool.o)[42]
  144     4 radMemoryMonitorRescindAllocation__FPv14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorypool.o)[36]
  176     4 radMemoryMonitorDeclareAllocation__FPvUiUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorypool.o)[31]
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorypool.o)[30]
  160     4 radMemoryMonitorIdentifySection__FPvPCc14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorypool.o)[23]
  192     4 radMemoryMonitorDeclareSection__FPvUiQ217IRadMemoryMonitor17MemorySectionType14radMemorySpaceP18IRadMemoryTraverse in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorypool.o)[21]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorypool.o)[18]
  528     4 radMemoryCreatePool__FPP14IRadMemoryPoolPvUiUiUib19radMemoryDebugLeveliPCc in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorypool.o)[14]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memoryspaceps2.o)[156]
  144     4 radMemoryMonitorRescindAllocation__FPv14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memoryspaceps2.o)[148]
  176     4 radMemoryMonitorDeclareAllocation__FPvUiUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memoryspaceps2.o)[146]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memoryspaceps2.o)[139]
  112     0 __tf9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memoryspaceps2.o)[124]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memoryspaceps2.o)[113]
   88     0 __19IRadMemoryAllocator in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memoryspaceps2.o)[112]
  160     0 _$_9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memoryspaceps2.o)[61]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memoryspaceps2.o)[57]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memoryspaceps2.o)[50]
  176     0 radMemorySpaceFreeAligned__F14radMemorySpaceiPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memoryspaceps2.o)[35]
  216     0 radMemorySpaceAllocAligned__F14radMemorySpaceiUiUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memoryspaceps2.o)[29]
  144     4 radMemoryMonitorRescindAllocation__FPv14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorymanager.o)[98]
  176     4 radMemoryMonitorDeclareAllocation__FPvUiUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorymanager.o)[97]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorymanager.o)[96]
  112     4 radMemoryMonitorSuspend__Fv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorymanager.o)[84]
   88     0 __19IRadMemoryAllocator in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorymanager.o)[79]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorymanager.o)[73]
   48     0 radMemorySetActivityCallback__FP26IRadMemoryActivityCallback in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorymanager.o)[63]
   80     0 radMemoryFindAllocator__FPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorymanager.o)[59]
  136     0 radAddRef__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorymanager.o)[56]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorymanager.o)[43]
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(memorymanager.o)[32]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryobject.o)[46]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryobject.o)[43]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryobject.o)[34]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[109]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[106]
   64     0 __dl__t3ref1Z14IRadMemoryPoolPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[95]
   88     0 __19IRadMemoryAllocator in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[92]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[91]
  112     0 __tf14IRadMemoryHeap in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[79]
  112     0 __tf9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[78]
  104     0 AllowFreeing__14IRadMemoryHeapb in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[73]
  144     4 radMemoryMonitorRescindAllocation__FPv14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[67]
  504     4 SplitBlockTop__18ExternalMemoryHeapP20ExternalMemoryObjectUiUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[65]
  248     0 AllocateLastFit__18ExternalMemoryHeapUiUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[64]
  320     4 AllocateClosestFit__18ExternalMemoryHeapUiUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[63]
  176     4 radMemoryMonitorDeclareAllocation__FPvUiUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[59]
  160     0 _$_9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[54]
  160     0 _$_t3ref1Z14IRadMemoryPool in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[53]
  144     4 radMemoryMonitorRescindSection__FPv14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[51]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[49]
   48     4 __t3ref1Z14IRadMemoryPool in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[47]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[44]
   88     0 __14IRadMemoryHeap in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[43]
  160     4 radMemoryMonitorIdentifySection__FPvPCc14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[42]
  192     4 radMemoryMonitorDeclareSection__FPvUiQ217IRadMemoryMonitor17MemorySectionType14radMemorySpaceP18IRadMemoryTraverse in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[40]
   48     4 __opP14IRadMemoryPool__t3ref1Z14IRadMemoryPool in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[37]
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(externalmemoryheap.o)[26]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(dlheap.o)[128]
